order_id,customer_id,order_amount,currency,order_date,payment_mode,order_status,created_at
ORD-10027,CUST-1244,56800,INR,2024-05-15 16:55:00,upi,paid,2024-05-15 16:55:00
ORD-10028,CUST-1109,117200,INR,2024-12-19 06:45:00,card,paid,2024-12-19 06:45:00
ORD-10029,CUST-1192,291800,INR,2024-08-19 03:15:00,card,paid,2024-08-19 03:15:00
ORD-10030,CUST-1174,1263700,INR,2024-10-10 07:37:00,card,paid,2024-10-10 07:37:00
ORD-10031,CUST-1037,41900,INR,2024-04-27 02:57:00,card,paid,2024-04-27 02:57:00
ORD-10032,CUST-1170,571000,INR,2024-05-01 08:42:00,upi,paid,2024-05-01 08:42:00
ORD-10033,CUST-1277,4597500,INR,2024-05-04 15:51:00,upi,paid,2024-05-04 15:51:00
ORD-10034,CUST-1049,2659200,INR,2024-08-08 11:27:00,upi,paid,2024-08-08 11:27:00
ORD-10035,CUST-1028,367500,INR,2024-11-26 03:03:00,upi,paid,2024-11-26 03:03:00
ORD-10036,CUST-1174,1314600,INR,2024-04-08 06:34:00,upi,paid,2024-04-08 06:34:00
ORD-10037,CUST-1217,163900,INR,2024-08-24 07:55:00,netbanking,paid,2024-08-24 07:55:00
ORD-10038,CUST-1227,49900,INR,2024-01-26 20:34:00,netbanking,paid,2024-01-26 20:34:00
ORD-10039,CUST-1048,286100,INR,2024-07-27 15:30:00,card,paid,2024-07-27 15:30:00
ORD-10040,CUST-1206,167300,INR,2024-07-13 00:24:00,card,paid,2024-07-13 00:24:00
ORD-10041,CUST-1233,992900,INR,2024-10-11 21:45:00,upi,paid,2024-10-11 21:45:00
ORD-10042,CUST-1098,656500,INR,2024-01-30 18:47:00,upi,paid,2024-01-30 18:47:00
ORD-10043,CUST-1161,120400,INR,2024-10-26 15:32:00,netbanking,paid,2024-10-26 15:32:00
ORD-10044,CUST-1272,73100,INR,2024-09-17 02:54:00,card,paid,2024-09-17 02:54:00
ORD-10045,CUST-1035,452900,INR,2024-04-30 12:07:00,netbanking,paid,2024-04-30 12:07:00
ORD-10046,CUST-1127,293400,INR,2024-01-21 19:05:00,upi,paid,2024-01-21 19:05:00
ORD-10047,CUST-1268,93300,INR,2024-04-14 21:45:00,card,paid,2024-04-14 21:45:00
ORD-10048,CUST-1136,307100,INR,2024-12-09 20:19:00,upi,paid,2024-12-09 20:19:00
ORD-10049,CUST-1038,1050700,INR,2024-11-14 18:06:00,card,paid,2024-11-14 18:06:00
ORD-10050,CUST-1110,77000,INR,2024-03-08 11:56:00,card,paid,2024-03-08 11:56:00
ORD-10051,CUST-1126,1433700,INR,2024-03-21 14:53:00,upi,paid,2024-03-21 14:53:00
ORD-10052,CUST-1155,162700,INR,2024-12-07 17:19:00,netbanking,paid,2024-12-07 17:19:00
ORD-10053,CUST-1054,3233100,INR,2024-02-29 03:47:00,upi,paid,2024-02-29 03:47:00
ORD-10054,CUST-1140,1290800,INR,2024-04-17 22:21:00,card,paid,2024-04-17 22:21:00
ORD-10055,CUST-1136,99900,INR,2024-05-08 01:05:00,upi,paid,2024-05-08 01:05:00
ORD-10056,CUST-1142,101300,INR,2024-06-19 04:40:00,wallet,paid,2024-06-19 04:40:00
ORD-10057,CUST-1083,260800,INR,2024-10-09 22:27:00,upi,paid,2024-10-09 22:27:00
ORD-10058,CUST-1058,272000,INR,2024-10-06 01:53:00,upi,paid,2024-10-06 01:53:00
ORD-10059,CUST-1076,304300,INR,2024-01-22 09:23:00,netbanking,paid,2024-01-22 09:23:00
ORD-10060,CUST-1021,1188200,INR,2024-12-15 07:42:00,card,paid,2024-12-15 07:42:00
ORD-10061,CUST-1209,403100,INR,2024-05-01 05:51:00,netbanking,paid,2024-05-01 05:51:00
ORD-10062,CUST-1212,593700,INR,2024-06-19 13:51:00,upi,paid,2024-06-19 13:51:00
ORD-10063,CUST-1128,62500,INR,2024-02-25 12:55:00,card,paid,2024-02-25 12:55:00
ORD-10064,CUST-1241,313300,INR,2024-08-23 11:19:00,netbanking,paid,2024-08-23 11:19:00
ORD-10065,CUST-1117,169200,INR,2024-12-03 06:25:00,upi,paid,2024-12-03 06:25:00
ORD-10066,CUST-1036,101800,INR,2024-11-24 16:25:00,upi,paid,2024-11-24 16:25:00
ORD-10067,CUST-1275,45500,INR,2024-02-29 08:11:00,upi,paid,2024-02-29 08:11:00
ORD-10068,CUST-1136,144300,INR,2024-11-01 13:22:00,upi,paid,2024-11-01 13:22:00
ORD-10069,CUST-1161,696500,INR,2024-09-18 03:24:00,netbanking,paid,2024-09-18 03:24:00
ORD-10070,CUST-1098,38900,INR,2024-08-11 00:33:00,netbanking,paid,2024-08-11 00:33:00
ORD-10071,CUST-1276,394500,INR,2024-12-09 06:23:00,upi,paid,2024-12-09 06:23:00
ORD-10072,CUST-1170,664200,INR,2024-12-05 03:46:00,netbanking,paid,2024-12-05 03:46:00
ORD-10073,CUST-1260,1392500,INR,2024-07-28 10:25:00,upi,paid,2024-07-28 10:25:00
ORD-10074,CUST-1066,424300,INR,2024-12-06 12:43:00,upi,paid,2024-12-06 12:43:00
ORD-10075,CUST-1090,642900,INR,2024-07-26 17:53:00,card,paid,2024-07-26 17:53:00
ORD-10076,CUST-1147,432000,INR,2024-10-23 19:41:00,upi,paid,2024-10-23 19:41:00
ORD-10077,CUST-1227,167400,INR,2024-09-18 15:50:00,netbanking,paid,2024-09-18 15:50:00
ORD-10078,CUST-1087,134600,INR,2024-05-25 16:42:00,upi,paid,2024-05-25 16:42:00
ORD-10079,CUST-1172,342300,INR,2024-12-10 09:14:00,netbanking,paid,2024-12-10 09:14:00
ORD-10080,CUST-1076,375600,INR,2024-05-05 15:39:00,netbanking,paid,2024-05-05 15:39:00
ORD-10081,CUST-1038,249600,INR,2024-11-18 18:12:00,upi,paid,2024-11-18 18:12:00
ORD-10082,CUST-1197,50300,INR,2024-05-04 04:41:00,upi,paid,2024-05-04 04:41:00
ORD-10083,CUST-1055,379100,INR,2024-03-31 22:33:00,upi,paid,2024-03-31 22:33:00
ORD-10084,CUST-1128,1995600,INR,2024-03-09 14:42:00,upi,paid,2024-03-09 14:42:00
ORD-10085,CUST-1163,286600,INR,2024-08-06 17:28:00,netbanking,paid,2024-08-06 17:28:00
ORD-10086,CUST-1244,186000,INR,2024-05-06 20:17:00,upi,paid,2024-05-06 20:17:00
ORD-10087,CUST-1267,61900,INR,2024-05-02 08:28:00,card,paid,2024-05-02 08:28:00
ORD-10088,CUST-1147,372400,INR,2024-06-20 10:57:00,upi,paid,2024-06-20 10:57:00
ORD-10089,CUST-1071,3015400,INR,2024-07-15 22:09:00,upi,paid,2024-07-15 22:09:00
ORD-10090,CUST-1033,533800,INR,2024-06-18 17:29:00,upi,paid,2024-06-18 17:29:00
ORD-10091,CUST-1106,518900,INR,2024-10-26 22:01:00,netbanking,paid,2024-10-26 22:01:00
ORD-10092,CUST-1195,30200,INR,2024-06-29 09:48:00,upi,paid,2024-06-29 09:48:00
ORD-10093,CUST-1215,116400,INR,2024-10-06 19:57:00,card,paid,2024-10-06 19:57:00
ORD-10094,CUST-1113,119100,INR,2024-09-05 00:24:00,upi,paid,2024-09-05 00:24:00
ORD-10095,CUST-1208,147500,INR,2024-08-27 04:39:00,upi,paid,2024-08-27 04:39:00
ORD-10096,CUST-1202,281000,INR,2024-12-05 00:05:00,upi,paid,2024-12-05 00:05:00
ORD-10097,CUST-1070,154300,INR,2024-01-26 08:24:00,upi,paid,2024-01-26 08:24:00
ORD-10098,CUST-1233,109000,INR,2024-07-13 08:48:00,wallet,paid,2024-07-13 08:48:00
ORD-10099,CUST-1216,46600,INR,2024-08-28 00:47:00,upi,paid,2024-08-28 00:47:00
ORD-10100,CUST-1180,682400,INR,2024-02-05 20:02:00,upi,paid,2024-02-05 20:02:00
ORD-10101,CUST-1127,96500,INR,2024-11-14 04:15:00,card,paid,2024-11-14 04:15:00
ORD-10102,CUST-1059,139100,INR,2024-08-26 22:16:00,upi,paid,2024-08-26 22:16:00
ORD-10103,CUST-1086,337500,INR,2024-03-24 09:06:00,upi,paid,2024-03-24 09:06:00
ORD-10104,CUST-1160,203600,INR,2024-07-22 22:12:00,card,paid,2024-07-22 22:12:00
ORD-10105,CUST-1125,2784400,INR,2024-06-03 21:38:00,netbanking,paid,2024-06-03 21:38:00
ORD-10106,CUST-1022,2245500,INR,2024-08-07 21:23:00,card,paid,2024-08-07 21:23:00
ORD-10107,CUST-1175,988100,INR,2024-09-07 03:27:00,wallet,paid,2024-09-07 03:27:00
ORD-10108,CUST-1236,61200,INR,2024-08-10 05:46:00,upi,paid,2024-08-10 05:46:00
ORD-10109,CUST-1139,942000,INR,2024-08-26 13:52:00,upi,paid,2024-08-26 13:52:00
ORD-10110,CUST-1138,90100,INR,2024-02-14 08:56:00,upi,paid,2024-02-14 08:56:00
ORD-10111,CUST-1238,299800,INR,2024-12-08 12:21:00,card,paid,2024-12-08 12:21:00
ORD-10112,CUST-1167,249600,INR,2024-04-18 11:51:00,card,paid,2024-04-18 11:51:00
ORD-10113,CUST-1144,602500,INR,2024-10-11 00:33:00,netbanking,paid,2024-10-11 00:33:00
ORD-10114,CUST-1044,739700,INR,2024-07-27 15:35:00,upi,paid,2024-07-27 15:35:00
ORD-10115,CUST-1244,185600,INR,2024-09-08 14:50:00,card,paid,2024-09-08 14:50:00
ORD-10116,CUST-1151,481100,INR,2024-12-20 07:19:00,upi,paid,2024-12-20 07:19:00
ORD-10117,CUST-1189,58200,INR,2024-09-28 11:27:00,wallet,paid,2024-09-28 11:27:00
ORD-10118,CUST-1170,1986700,INR,2024-05-18 09:16:00,card,paid,2024-05-18 09:16:00
ORD-10119,CUST-1099,64300,INR,2024-10-01 22:11:00,card,paid,2024-10-01 22:11:00
ORD-10120,CUST-1248,137300,INR,2024-11-01 09:06:00,netbanking,paid,2024-11-01 09:06:00
ORD-10121,CUST-1152,445500,INR,2024-04-01 09:00:00,upi,paid,2024-04-01 09:00:00
ORD-10122,CUST-1065,39200,INR,2024-01-28 17:18:00,upi,paid,2024-01-28 17:18:00
ORD-10123,CUST-1065,194000,INR,2024-09-08 03:55:00,card,paid,2024-09-08 03:55:00
ORD-10124,CUST-1146,54400,INR,2024-08-13 10:11:00,wallet,paid,2024-08-13 10:11:00
ORD-10125,CUST-1130,35700,INR,2024-02-03 12:31:00,card,paid,2024-02-03 12:31:00
ORD-10126,CUST-1028,2477600,INR,2024-10-15 09:05:00,wallet,paid,2024-10-15 09:05:00
ORD-10127,CUST-1061,118100,INR,2024-08-01 19:38:00,upi,paid,2024-08-01 19:38:00
ORD-10128,CUST-1116,88800,INR,2024-08-18 14:19:00,netbanking,paid,2024-08-18 14:19:00
ORD-10129,CUST-1220,1231500,INR,2024-11-13 01:39:00,wallet,paid,2024-11-13 01:39:00
ORD-10130,CUST-1051,252700,INR,2024-05-15 21:05:00,card,paid,2024-05-15 21:05:00
ORD-10131,CUST-1089,47500,INR,2024-03-21 00:26:00,upi,paid,2024-03-21 00:26:00
ORD-10132,CUST-1241,353300,INR,2024-04-28 09:45:00,card,paid,2024-04-28 09:45:00
ORD-10133,CUST-1233,341100,INR,2024-05-15 20:37:00,upi,paid,2024-05-15 20:37:00
ORD-10134,CUST-1102,293900,INR,2024-10-05 07:41:00,card,paid,2024-10-05 07:41:00
ORD-10135,CUST-1137,1967800,INR,2024-01-31 05:50:00,card,paid,2024-01-31 05:50:00
ORD-10136,CUST-1148,130800,INR,2024-08-27 22:19:00,upi,paid,2024-08-27 22:19:00
ORD-10137,CUST-1140,105100,INR,2024-09-09 14:05:00,upi,paid,2024-09-09 14:05:00
ORD-10138,CUST-1222,211900,INR,2024-11-05 08:01:00,card,paid,2024-11-05 08:01:00
ORD-10139,CUST-1011,436300,INR,2024-05-17 18:02:00,upi,paid,2024-05-17 18:02:00
ORD-10140,CUST-1090,56400,INR,2024-11-29 14:58:00,card,paid,2024-11-29 14:58:00
ORD-10141,CUST-1224,140600,INR,2024-02-16 15:22:00,upi,paid,2024-02-16 15:22:00
ORD-10142,CUST-1165,142700,INR,2024-03-23 10:26:00,upi,paid,2024-03-23 10:26:00
ORD-10143,CUST-1148,487000,INR,2024-07-24 17:02:00,upi,paid,2024-07-24 17:02:00
ORD-10144,CUST-1162,96100,INR,2024-02-29 12:55:00,upi,paid,2024-02-29 12:55:00
ORD-10145,CUST-1001,455900,INR,2024-10-04 14:26:00,card,paid,2024-10-04 14:26:00
ORD-10146,CUST-1266,2133300,INR,2024-11-16 14:48:00,card,paid,2024-11-16 14:48:00
ORD-10147,CUST-1137,53300,INR,2024-05-27 14:56:00,upi,paid,2024-05-27 14:56:00
ORD-10148,CUST-1063,1332100,INR,2024-11-07 07:45:00,card,paid,2024-11-07 07:45:00
ORD-10149,CUST-1008,81600,INR,2024-02-17 07:53:00,netbanking,paid,2024-02-17 07:53:00
ORD-10150,CUST-1237,2622300,INR,2024-03-19 15:59:00,upi,paid,2024-03-19 15:59:00
ORD-10151,CUST-1261,85800,INR,2024-07-31 15:30:00,card,paid,2024-07-31 15:30:00
ORD-10152,CUST-1075,356000,INR,2024-11-02 16:47:00,netbanking,paid,2024-11-02 16:47:00
ORD-10153,CUST-1036,114800,INR,2024-06-23 16:17:00,netbanking,paid,2024-06-23 16:17:00
ORD-10154,CUST-1145,202100,INR,2024-10-27 18:42:00,upi,paid,2024-10-27 18:42:00
ORD-10155,CUST-1077,278200,INR,2024-06-25 10:35:00,upi,paid,2024-06-25 10:35:00
ORD-10156,CUST-1194,211700,INR,2024-04-06 22:15:00,upi,paid,2024-04-06 22:15:00
ORD-10157,CUST-1120,235600,INR,2024-06-11 23:30:00,upi,paid,2024-06-11 23:30:00
ORD-10158,CUST-1196,743500,INR,2024-11-29 04:31:00,wallet,paid,2024-11-29 04:31:00
ORD-10159,CUST-1065,148700,INR,2024-10-29 10:55:00,card,paid,2024-10-29 10:55:00
ORD-10160,CUST-1226,2223300,INR,2024-08-21 00:46:00,card,paid,2024-08-21 00:46:00
ORD-10161,CUST-1080,534500,INR,2024-05-15 10:39:00,upi,paid,2024-05-15 10:39:00
ORD-10162,CUST-1042,149100,INR,2024-07-13 10:40:00,upi,paid,2024-07-13 10:40:00
ORD-10163,CUST-1250,43500,INR,2024-11-12 02:15:00,upi,paid,2024-11-12 02:15:00
ORD-10164,CUST-1148,761600,INR,2024-02-16 13:06:00,upi,paid,2024-02-16 13:06:00
ORD-10165,CUST-1052,148000,INR,2024-06-02 00:02:00,upi,paid,2024-06-02 00:02:00
ORD-10166,CUST-1029,887200,INR,2024-07-10 13:09:00,card,paid,2024-07-10 13:09:00
ORD-10167,CUST-1211,123600,INR,2024-03-28 05:05:00,upi,paid,2024-03-28 05:05:00
ORD-10168,CUST-1196,544400,INR,2024-09-11 18:09:00,card,paid,2024-09-11 18:09:00
ORD-10169,CUST-1131,184400,INR,2024-12-07 00:57:00,netbanking,paid,2024-12-07 00:57:00
ORD-10170,CUST-1148,323700,INR,2024-03-21 02:28:00,netbanking,paid,2024-03-21 02:28:00
ORD-10171,CUST-1154,126700,INR,2024-12-19 08:29:00,netbanking,paid,2024-12-19 08:29:00
ORD-10172,CUST-1102,595700,INR,2024-02-24 07:24:00,upi,paid,2024-02-24 07:24:00
ORD-10173,CUST-1152,90300,INR,2024-01-12 21:25:00,card,paid,2024-01-12 21:25:00
ORD-10174,CUST-1026,963700,INR,2024-05-26 07:38:00,netbanking,paid,2024-05-26 07:38:00
ORD-10175,CUST-1113,78800,INR,2024-11-13 08:43:00,upi,paid,2024-11-13 08:43:00
ORD-10176,CUST-1071,59700,INR,2024-11-17 20:02:00,card,paid,2024-11-17 20:02:00
ORD-10177,CUST-1226,337200,INR,2024-07-05 23:08:00,card,paid,2024-07-05 23:08:00
ORD-10178,CUST-1152,124900,INR,2024-03-30 06:08:00,upi,paid,2024-03-30 06:08:00
ORD-10179,CUST-1188,101200,INR,2024-05-19 05:16:00,netbanking,paid,2024-05-19 05:16:00
ORD-10180,CUST-1247,854800,INR,2024-02-28 14:04:00,card,paid,2024-02-28 14:04:00
ORD-10181,CUST-1116,396500,INR,2024-12-11 12:54:00,netbanking,paid,2024-12-11 12:54:00
ORD-10182,CUST-1188,473100,INR,2024-01-08 08:34:00,card,paid,2024-01-08 08:34:00
ORD-10183,CUST-1189,406600,INR,2024-12-10 08:37:00,upi,paid,2024-12-10 08:37:00
ORD-10184,CUST-1191,2711200,INR,2024-04-29 15:01:00,upi,paid,2024-04-29 15:01:00
ORD-10185,CUST-1168,512500,INR,2024-11-27 02:40:00,netbanking,paid,2024-11-27 02:40:00
ORD-10186,CUST-1155,123500,INR,2024-02-29 04:02:00,netbanking,paid,2024-02-29 04:02:00
ORD-10187,CUST-1156,35800,INR,2024-02-19 07:56:00,upi,paid,2024-02-19 07:56:00
ORD-10188,CUST-1199,231800,INR,2024-12-09 23:44:00,netbanking,paid,2024-12-09 23:44:00
ORD-10189,CUST-1215,113100,INR,2024-07-31 20:06:00,netbanking,paid,2024-07-31 20:06:00
ORD-10190,CUST-1209,36600,INR,2024-12-19 11:13:00,upi,paid,2024-12-19 11:13:00
ORD-10191,CUST-1121,825400,INR,2024-12-17 11:34:00,netbanking,paid,2024-12-17 11:34:00
ORD-10192,CUST-1184,262900,INR,2024-05-21 06:07:00,netbanking,paid,2024-05-21 06:07:00
ORD-10193,CUST-1233,323600,INR,2024-11-24 20:38:00,wallet,paid,2024-11-24 20:38:00
ORD-10194,CUST-1026,89700,INR,2024-03-05 18:13:00,card,paid,2024-03-05 18:13:00
ORD-10195,CUST-1107,138300,INR,2024-04-29 10:49:00,card,paid,2024-04-29 10:49:00
ORD-10196,CUST-1002,59500,INR,2024-03-07 17:16:00,upi,paid,2024-03-07 17:16:00
ORD-10197,CUST-1057,454700,INR,2024-01-14 04:00:00,upi,paid,2024-01-14 04:00:00
ORD-10198,CUST-1122,182500,INR,2024-01-09 05:16:00,card,paid,2024-01-09 05:16:00
ORD-10199,CUST-1216,61500,INR,2024-02-02 15:28:00,upi,paid,2024-02-02 15:28:00
ORD-10200,CUST-1263,94500,INR,2024-08-19 16:14:00,netbanking,paid,2024-08-19 16:14:00
ORD-10201,CUST-1023,349700,INR,2024-09-23 09:29:00,upi,paid,2024-09-23 09:29:00
ORD-10202,CUST-1016,296000,INR,2024-07-24 13:43:00,card,paid,2024-07-24 13:43:00
ORD-10203,CUST-1228,216000,INR,2024-06-13 19:09:00,card,paid,2024-06-13 19:09:00
ORD-10204,CUST-1141,682600,INR,2024-07-14 19:33:00,card,paid,2024-07-14 19:33:00
ORD-10205,CUST-1259,854700,INR,2024-02-20 22:07:00,netbanking,paid,2024-02-20 22:07:00
ORD-10206,CUST-1111,569800,INR,2024-04-26 13:21:00,netbanking,paid,2024-04-26 13:21:00
ORD-10207,CUST-1205,797500,INR,2024-02-18 10:27:00,card,paid,2024-02-18 10:27:00
ORD-10208,CUST-1131,1000000,INR,2024-12-17 15:04:00,card,paid,2024-12-17 15:04:00
ORD-10209,CUST-1044,503600,INR,2024-02-19 23:47:00,upi,paid,2024-02-19 23:47:00
ORD-10210,CUST-1067,46000,INR,2024-10-27 17:35:00,upi,paid,2024-10-27 17:35:00
ORD-10211,CUST-1063,489500,INR,2024-12-06 13:55:00,netbanking,paid,2024-12-06 13:55:00
ORD-10212,CUST-1027,1283600,INR,2024-06-08 11:06:00,upi,paid,2024-06-08 11:06:00
ORD-10213,CUST-1109,4659900,INR,2024-04-24 03:22:00,netbanking,paid,2024-04-24 03:22:00
ORD-10214,CUST-1189,2998800,INR,2024-05-22 18:14:00,netbanking,paid,2024-05-22 18:14:00
ORD-10215,CUST-1014,588000,INR,2024-01-15 05:17:00,upi,paid,2024-01-15 05:17:00
ORD-10216,CUST-1159,111700,INR,2024-01-04 05:55:00,card,paid,2024-01-04 05:55:00
ORD-10217,CUST-1206,266100,INR,2024-11-20 00:05:00,upi,paid,2024-11-20 00:05:00
ORD-10218,CUST-1111,543800,INR,2024-08-20 10:10:00,upi,paid,2024-08-20 10:10:00
ORD-10219,CUST-1167,294100,INR,2024-02-13 01:09:00,card,paid,2024-02-13 01:09:00
ORD-10220,CUST-1026,133300,INR,2024-05-19 14:42:00,upi,paid,2024-05-19 14:42:00
ORD-10221,CUST-1227,423600,INR,2024-04-20 16:07:00,upi,paid,2024-04-20 16:07:00
ORD-10222,CUST-1057,1411000,INR,2024-12-13 18:31:00,upi,paid,2024-12-13 18:31:00
ORD-10223,CUST-1158,190200,INR,2024-07-21 19:03:00,card,paid,2024-07-21 19:03:00
ORD-10224,CUST-1155,192300,INR,2024-05-10 09:20:00,card,paid,2024-05-10 09:20:00
ORD-10225,CUST-1255,256200,INR,2024-03-30 04:24:00,upi,paid,2024-03-30 04:24:00
ORD-10226,CUST-1118,107100,INR,2024-12-08 11:04:00,upi,paid,2024-12-08 11:04:00
ORD-10227,CUST-1022,215200,INR,2024-08-23 02:55:00,card,paid,2024-08-23 02:55:00
ORD-10228,CUST-1220,215500,INR,2024-11-23 13:18:00,card,paid,2024-11-23 13:18:00
ORD-10229,CUST-1011,75000,INR,2024-11-12 14:53:00,upi,paid,2024-11-12 14:53:00
ORD-10230,CUST-1186,507600,INR,2024-02-24 07:27:00,upi,paid,2024-02-24 07:27:00
ORD-10231,CUST-1269,474100,INR,2024-06-07 23:21:00,card,paid,2024-06-07 23:21:00
ORD-10232,CUST-1087,568000,INR,2024-11-20 03:33:00,upi,paid,2024-11-20 03:33:00
ORD-10233,CUST-1179,983800,INR,2024-04-30 03:09:00,card,paid,2024-04-30 03:09:00
ORD-10234,CUST-1089,400300,INR,2024-12-01 02:11:00,wallet,paid,2024-12-01 02:11:00
ORD-10235,CUST-1253,263700,INR,2024-12-14 18:41:00,upi,paid,2024-12-14 18:41:00
ORD-10236,CUST-1166,104600,INR,2024-03-18 14:04:00,upi,paid,2024-03-18 14:04:00
ORD-10237,CUST-1156,41400,INR,2024-06-29 16:04:00,card,paid,2024-06-29 16:04:00
ORD-10238,CUST-1232,123200,INR,2024-07-07 09:04:00,upi,paid,2024-07-07 09:04:00
ORD-10239,CUST-1047,980600,INR,2024-07-15 14:37:00,upi,paid,2024-07-15 14:37:00
ORD-10240,CUST-1022,157000,INR,2024-06-13 19:30:00,upi,paid,2024-06-13 19:30:00
ORD-10241,CUST-1032,122200,INR,2024-06-24 22:05:00,upi,paid,2024-06-24 22:05:00
ORD-10242,CUST-1089,201300,INR,2024-08-12 14:33:00,upi,paid,2024-08-12 14:33:00
ORD-10243,CUST-1082,1721600,INR,2024-05-24 12:26:00,upi,paid,2024-05-24 12:26:00
ORD-10244,CUST-1027,172400,INR,2024-06-20 02:21:00,card,paid,2024-06-20 02:21:00
ORD-10245,CUST-1198,712700,INR,2024-12-02 19:55:00,card,paid,2024-12-02 19:55:00
ORD-10246,CUST-1042,107800,INR,2024-06-28 09:41:00,upi,paid,2024-06-28 09:41:00
ORD-10247,CUST-1201,2055100,INR,2024-06-07 17:24:00,upi,paid,2024-06-07 17:24:00
ORD-10248,CUST-1169,4949600,INR,2024-02-17 20:42:00,upi,paid,2024-02-17 20:42:00
ORD-10249,CUST-1186,893900,INR,2024-06-07 05:13:00,upi,paid,2024-06-07 05:13:00
ORD-10250,CUST-1249,265400,INR,2024-03-11 04:04:00,card,paid,2024-03-11 04:04:00
ORD-10251,CUST-1052,128800,INR,2024-10-03 23:56:00,upi,paid,2024-10-03 23:56:00
ORD-10252,CUST-1173,364600,INR,2024-11-01 12:09:00,card,paid,2024-11-01 12:09:00
ORD-10253,CUST-1085,259100,INR,2024-01-23 13:23:00,upi,paid,2024-01-23 13:23:00
ORD-10254,CUST-1122,196600,INR,2024-08-17 07:34:00,card,paid,2024-08-17 07:34:00
ORD-10255,CUST-1241,381200,INR,2024-12-13 18:28:00,upi,paid,2024-12-13 18:28:00
ORD-10256,CUST-1145,611800,INR,2024-09-27 13:10:00,netbanking,paid,2024-09-27 13:10:00
ORD-10257,CUST-1071,40500,INR,2024-11-24 15:55:00,upi,paid,2024-11-24 15:55:00
ORD-10258,CUST-1053,135500,INR,2024-03-04 09:05:00,upi,paid,2024-03-04 09:05:00
ORD-10259,CUST-1140,290100,INR,2024-03-16 13:05:00,netbanking,paid,2024-03-16 13:05:00
ORD-10260,CUST-1114,223000,INR,2024-01-14 13:03:00,upi,paid,2024-01-14 13:03:00
ORD-10261,CUST-1192,466200,INR,2024-02-11 11:14:00,card,paid,2024-02-11 11:14:00
ORD-10262,CUST-1051,98500,INR,2024-03-15 04:02:00,card,paid,2024-03-15 04:02:00
ORD-10263,CUST-1242,58300,INR,2024-08-28 14:39:00,card,paid,2024-08-28 14:39:00
ORD-10264,CUST-1041,719200,INR,2024-04-20 04:35:00,netbanking,paid,2024-04-20 04:35:00
ORD-10265,CUST-1271,290900,INR,2024-05-27 07:19:00,card,paid,2024-05-27 07:19:00
ORD-10266,CUST-1123,723300,INR,2024-11-14 14:04:00,card,paid,2024-11-14 14:04:00
